Receipt ID,Date,Supplier ID,Supplier,Arrival Hour,Units,Arrived On Time,Damage Free,Documents Correct,Dock To Stock Hours
R001905,2026-02-03,SUP03,Cobalt Electronics,13,443,1,1,1,4.09
R001906,2026-02-03,SUP05,Evergreen Pet,17,679,0,1,1,5.68
R001907,2026-02-03,SUP07,Granite Tools,15,336,1,1,1,3.45
R001908,2026-02-03,SUP09,Iris Kids,8,465,1,1,1,3.01
R001909,2026-02-03,SUP07,Granite Tools,9,942,1,1,1,3.04
R001910,2026-02-03,SUP08,Harbor Home,18,1273,0,1,1,7.58
R001911,2026-02-03,SUP07,Granite Tools,11,801,1,1,1,2.61
R001912,2026-02-03,SUP06,Fjord Outdoor,9,1159,1,1,1,2.31
R001913,2026-02-03,SUP01,Alder Foods,15,798,1,1,1,2.53
R001914,2026-02-03,SUP02,Brightline Beauty,14,756,1,1,1,3.07
R001915,2026-02-03,SUP04,Delta Apparel,13,959,1,1,1,3.37
R001916,2026-02-03,SUP10,Juniper Kitchen,13,1390,1,1,1,2.36
R001917,2026-02-03,SUP01,Alder Foods,12,614,1,1,1,3.26
R001918,2026-02-03,SUP03,Cobalt Electronics,7,1044,0,1,1,4.11
R001919,2026-02-03,SUP06,Fjord Outdoor,18,875,1,1,1,7.89
R001920,2026-02-03,SUP04,Delta Apparel,15,1380,1,1,1,2.2
R001921,2026-02-03,SUP01,Alder Foods,11,982,1,1,1,2.53
R001922,2026-02-03,SUP05,Evergreen Pet,12,444,1,1,0,2.22
R001923,2026-02-03,SUP07,Granite Tools,16,571,1,1,1,8.17
R001924,2026-02-03,SUP01,Alder Foods,16,339,1,1,1,6.69
R001925,2026-02-03,SUP01,Alder Foods,16,1129,1,1,1,5.9
R001926,2026-02-03,SUP03,Cobalt Electronics,8,284,1,1,1,3.57
R001927,2026-02-03,SUP10,Juniper Kitchen,17,483,1,1,1,8.74
R001928,2026-02-03,SUP01,Alder Foods,10,1168,1,1,1,3.81
R001929,2026-02-03,SUP04,Delta Apparel,13,424,1,1,1,3.27
R001930,2026-02-03,SUP08,Harbor Home,12,1092,1,1,1,2.86
R001931,2026-02-03,SUP06,Fjord Outdoor,11,1315,0,1,0,2.04
R001932,2026-02-03,SUP03,Cobalt Electronics,12,1170,1,1,1,3.33
R001933,2026-02-03,SUP05,Evergreen Pet,9,953,1,1,1,3.97
R001934,2026-02-03,SUP08,Harbor Home,14,619,1,1,1,3.1
R001935,2026-02-04,SUP05,Evergreen Pet,12,632,1,1,0,2.97
R001936,2026-02-04,SUP08,Harbor Home,15,865,1,1,1,2.25
R001937,2026-02-04,SUP05,Evergreen Pet,12,1021,1,1,1,2.62
R001938,2026-02-04,SUP02,Brightline Beauty,10,376,1,1,1,2.25
R001939,2026-02-04,SUP02,Brightline Beauty,17,1337,1,1,1,7.59
R001940,2026-02-04,SUP04,Delta Apparel,15,568,1,1,1,2.3
R001941,2026-02-04,SUP04,Delta Apparel,18,1150,1,1,1,7.8
R001942,2026-02-04,SUP03,Cobalt Electronics,9,774,0,1,0,4.08
R001943,2026-02-04,SUP03,Cobalt Electronics,7,347,1,1,1,3.24
R001944,2026-02-04,SUP07,Granite Tools,14,1193,1,1,1,3.52
R001945,2026-02-04,SUP10,Juniper Kitchen,18,689,1,1,1,5.27
R001946,2026-02-04,SUP02,Brightline Beauty,18,366,1,1,1,6.17
R001947,2026-02-04,SUP10,Juniper Kitchen,19,1261,1,1,1,4.39
R001948,2026-02-04,SUP08,Harbor Home,20,1015,1,1,1,6.36
R001949,2026-02-04,SUP07,Granite Tools,9,1126,1,1,1,2.21
R001950,2026-02-04,SUP09,Iris Kids,19,898,0,1,1,8.32
R001951,2026-02-04,SUP06,Fjord Outdoor,14,547,1,1,1,3.84
R001952,2026-02-04,SUP01,Alder Foods,10,735,1,1,1,2.36
R001953,2026-02-04,SUP04,Delta Apparel,10,975,1,1,1,3.48
R001954,2026-02-04,SUP05,Evergreen Pet,15,398,1,1,1,3.21
R001955,2026-02-04,SUP09,Iris Kids,17,1112,0,1,1,6.54
R001956,2026-02-04,SUP10,Juniper Kitchen,15,986,1,1,1,2.7
R001957,2026-02-04,SUP04,Delta Apparel,11,333,1,1,1,2.93
R001958,2026-02-04,SUP09,Iris Kids,9,769,1,1,1,2.22
R001959,2026-02-04,SUP04,Delta Apparel,9,1106,1,1,1,2.18
R001960,2026-02-04,SUP07,Granite Tools,8,282,1,1,1,4.1
R001961,2026-02-04,SUP08,Harbor Home,14,693,1,1,1,3.24
R001962,2026-02-04,SUP03,Cobalt Electronics,12,610,1,1,1,2.12
R001963,2026-02-04,SUP04,Delta Apparel,10,893,1,1,1,2.94
R001964,2026-02-04,SUP02,Brightline Beauty,17,416,1,1,1,6.19
R001965,2026-02-04,SUP10,Juniper Kitchen,16,936,0,0,1,6.4
R001966,2026-02-04,SUP08,Harbor Home,11,1050,1,1,1,2.61
R001967,2026-02-04,SUP06,Fjord Outdoor,8,775,1,1,1,3.92
R001968,2026-02-04,SUP10,Juniper Kitchen,6,564,0,1,1,3.08
R001969,2026-02-04,SUP05,Evergreen Pet,15,740,1,1,0,3.78
R001970,2026-02-04,SUP06,Fjord Outdoor,8,747,1,1,1,3.25
R001971,2026-02-04,SUP01,Alder Foods,20,1184,1,1,1,6.46
R001972,2026-02-04,SUP09,Iris Kids,15,1227,1,1,1,3.43
R001973,2026-02-04,SUP06,Fjord Outdoor,8,937,0,1,1,3.4
R001974,2026-02-04,SUP10,Juniper Kitchen,10,691,1,1,1,2.68
R001975,2026-02-04,SUP08,Harbor Home,8,1203,1,1,1,2.69
R001976,2026-02-04,SUP10,Juniper Kitchen,12,545,1,1,1,3.25
R001977,2026-02-04,SUP04,Delta Apparel,19,589,1,1,1,5.32
R001978,2026-02-04,SUP06,Fjord Outdoor,18,969,1,1,1,6.48
R001979,2026-02-04,SUP02,Brightline Beauty,12,733,1,1,1,3.36
R001980,2026-02-04,SUP02,Brightline Beauty,16,290,1,1,1,5.32
R001981,2026-02-04,SUP07,Granite Tools,10,1062,0,1,1,2.77
R001982,2026-02-04,SUP04,Delta Apparel,8,891,1,1,1,3.65
R001983,2026-02-04,SUP04,Delta Apparel,7,292,1,1,1,3.58
R001984,2026-02-04,SUP07,Granite Tools,16,423,1,1,1,8.34
R001985,2026-02-04,SUP03,Cobalt Electronics,17,1286,1,1,1,7.14
R001986,2026-02-04,SUP02,Brightline Beauty,9,1188,1,1,0,3.2
R001987,2026-02-04,SUP02,Brightline Beauty,16,947,1,1,1,8.76
R001988,2026-02-04,SUP03,Cobalt Electronics,14,1268,1,1,1,2.62
R001989,2026-02-05,SUP09,Iris Kids,8,741,1,1,1,2.6
R001990,2026-02-05,SUP06,Fjord Outdoor,12,446,1,1,1,3.04
R001991,2026-02-05,SUP02,Brightline Beauty,13,806,1,1,1,2.19
R001992,2026-02-05,SUP04,Delta Apparel,18,871,0,1,1,8.31
R001993,2026-02-05,SUP09,Iris Kids,13,1254,1,1,1,3.67
R001994,2026-02-05,SUP01,Alder Foods,7,795,0,1,1,2.59
R001995,2026-02-05,SUP10,Juniper Kitchen,12,1350,1,1,1,3.15
R001996,2026-02-05,SUP08,Harbor Home,10,380,1,1,1,4.09
R001997,2026-02-05,SUP07,Granite Tools,6,865,1,1,1,3.97
R001998,2026-02-05,SUP09,Iris Kids,15,664,1,1,1,3.63
R001999,2026-02-05,SUP08,Harbor Home,9,279,1,1,1,3.98
R002000,2026-02-05,SUP10,Juniper Kitchen,12,578,1,1,1,3.06
R002001,2026-02-05,SUP08,Harbor Home,12,517,1,1,1,3.09
R002002,2026-02-05,SUP10,Juniper Kitchen,12,1210,1,1,1,3.24
R002003,2026-02-05,SUP08,Harbor Home,19,624,1,1,1,6.97
R002004,2026-02-05,SUP01,Alder Foods,11,1064,1,1,1,2.19
R002005,2026-02-05,SUP10,Juniper Kitchen,8,891,1,1,1,2.02
R002006,2026-02-05,SUP08,Harbor Home,19,722,0,1,1,4.31
R002007,2026-02-05,SUP07,Granite Tools,12,297,1,1,1,2.04
R002008,2026-02-05,SUP07,Granite Tools,7,999,1,1,1,2.91
R002009,2026-02-05,SUP08,Harbor Home,10,1289,1,1,1,2.92
R002010,2026-02-05,SUP04,Delta Apparel,9,401,1,1,1,3.97
R002011,2026-02-05,SUP10,Juniper Kitchen,10,1123,1,1,1,3.09
R002012,2026-02-05,SUP07,Granite Tools,17,639,0,1,1,8.06
R002013,2026-02-05,SUP05,Evergreen Pet,17,285,1,1,1,5.18
R002014,2026-02-05,SUP05,Evergreen Pet,14,538,1,1,1,3.95
R002015,2026-02-05,SUP09,Iris Kids,16,1283,1,1,1,4.59
R002016,2026-02-05,SUP03,Cobalt Electronics,9,1180,0,1,1,3.59
R002017,2026-02-05,SUP08,Harbor Home,16,1103,1,1,1,5.87
R002018,2026-02-05,SUP04,Delta Apparel,9,820,1,0,1,3.18
R002019,2026-02-05,SUP04,Delta Apparel,10,1225,1,1,1,3.69
R002020,2026-02-05,SUP04,Delta Apparel,9,813,1,1,1,3.22
R002021,2026-02-05,SUP01,Alder Foods,11,1125,1,1,1,2.67
R002022,2026-02-05,SUP10,Juniper Kitchen,14,752,1,1,1,2.67
R002023,2026-02-05,SUP01,Alder Foods,15,583,1,1,1,2.08
R002024,2026-02-05,SUP09,Iris Kids,13,508,1,1,1,2.84
R002025,2026-02-05,SUP03,Cobalt Electronics,7,388,1,1,1,3.51
R002026,2026-02-05,SUP10,Juniper Kitchen,13,507,1,1,1,3.63
R002027,2026-02-05,SUP09,Iris Kids,12,880,1,1,1,3.92
R002028,2026-02-05,SUP09,Iris Kids,8,736,0,1,1,3.67
R002029,2026-02-05,SUP03,Cobalt Electronics,13,1216,1,1,1,3.75
R002030,2026-02-05,SUP04,Delta Apparel,8,794,1,1,1,2.94
R002031,2026-02-05,SUP04,Delta Apparel,9,1085,1,1,1,2.82
R002032,2026-02-05,SUP04,Delta Apparel,10,753,1,1,1,3.44
R002033,2026-02-05,SUP06,Fjord Outdoor,6,1152,0,1,1,2.76
R002034,2026-02-05,SUP08,Harbor Home,18,1138,1,1,1,8.43
R002035,2026-02-05,SUP06,Fjord Outdoor,8,485,1,1,1,3.33
R002036,2026-02-05,SUP09,Iris Kids,14,551,1,1,1,3.49
R002037,2026-02-05,SUP02,Brightline Beauty,16,1057,1,1,1,7.98
R002038,2026-02-05,SUP05,Evergreen Pet,13,437,1,1,1,3.19
R002039,2026-02-05,SUP05,Evergreen Pet,12,443,1,1,1,3.55
R002040,2026-02-05,SUP01,Alder Foods,18,893,1,1,1,8.23
R002041,2026-02-05,SUP08,Harbor Home,12,1096,1,1,1,2.85
R002042,2026-02-05,SUP02,Brightline Beauty,8,270,1,1,1,2.79
R002043,2026-02-05,SUP03,Cobalt Electronics,11,1155,1,1,1,3.41
R002044,2026-02-05,SUP02,Brightline Beauty,18,440,0,1,1,8.76
R002045,2026-02-05,SUP04,Delta Apparel,11,599,0,1,1,3.24
R002046,2026-02-05,SUP02,Brightline Beauty,15,1319,0,1,1,2.15
R002047,2026-02-05,SUP03,Cobalt Electronics,12,1004,0,1,1,3.93
R002048,2026-02-05,SUP03,Cobalt Electronics,8,876,1,1,1,3.62
R002049,2026-02-05,SUP04,Delta Apparel,15,932,1,1,1,2.96
R002050,2026-02-05,SUP04,Delta Apparel,13,889,1,1,1,2.28
R002051,2026-02-06,SUP08,Harbor Home,12,1363,1,1,1,4.03
R002052,2026-02-06,SUP01,Alder Foods,17,1287,1,1,1,7.15
R002053,2026-02-06,SUP04,Delta Apparel,12,454,1,1,1,4.03
R002054,2026-02-06,SUP04,Delta Apparel,16,290,1,1,1,6.94
R002055,2026-02-06,SUP04,Delta Apparel,16,1368,1,1,1,5.69
R002056,2026-02-06,SUP04,Delta Apparel,11,1042,1,1,1,2.71
R002057,2026-02-06,SUP07,Granite Tools,8,969,1,1,1,2.21
R002058,2026-02-06,SUP09,Iris Kids,9,475,1,1,1,4.18
R002059,2026-02-06,SUP01,Alder Foods,10,1006,1,1,1,4.07
R002060,2026-02-06,SUP09,Iris Kids,11,532,1,0,1,3.8
R002061,2026-02-06,SUP06,Fjord Outdoor,12,1359,0,1,1,4.15
R002062,2026-02-06,SUP10,Juniper Kitchen,9,424,1,1,1,3.93
R002063,2026-02-06,SUP02,Brightline Beauty,6,424,1,1,1,3.3
R002064,2026-02-06,SUP08,Harbor Home,7,1087,1,1,1,3.18
R002065,2026-02-06,SUP04,Delta Apparel,16,1187,1,1,1,8.19
R002066,2026-02-06,SUP06,Fjord Outdoor,10,1212,1,1,1,3.02
R002067,2026-02-06,SUP06,Fjord Outdoor,16,1155,1,1,1,7.69
R002068,2026-02-06,SUP07,Granite Tools,12,1312,1,1,1,3.47
R002069,2026-02-06,SUP09,Iris Kids,10,748,1,1,1,3.68
R002070,2026-02-06,SUP01,Alder Foods,14,966,1,1,1,2.58
R002071,2026-02-06,SUP02,Brightline Beauty,13,544,1,1,1,4.14
R002072,2026-02-06,SUP08,Harbor Home,15,1364,1,1,0,3.79
R002073,2026-02-06,SUP05,Evergreen Pet,7,907,1,1,1,2.73
R002074,2026-02-06,SUP02,Brightline Beauty,14,569,1,1,1,2.14
R002075,2026-02-06,SUP08,Harbor Home,7,251,1,1,1,3.72
R002076,2026-02-06,SUP06,Fjord Outdoor,7,416,1,1,1,3.97
R002077,2026-02-06,SUP06,Fjord Outdoor,9,1254,1,1,1,2.94
R002078,2026-02-06,SUP03,Cobalt Electronics,15,555,1,1,1,2.71
R002079,2026-02-06,SUP01,Alder Foods,16,1316,1,1,1,7.58
R002080,2026-02-06,SUP03,Cobalt Electronics,10,1078,1,1,1,3.95
R002081,2026-02-06,SUP09,Iris Kids,8,519,1,1,1,3.98
R002082,2026-02-06,SUP04,Delta Apparel,14,1186,1,1,1,2.72
R002083,2026-02-06,SUP10,Juniper Kitchen,11,793,1,1,1,3.35
R002084,2026-02-06,SUP10,Juniper Kitchen,17,441,1,1,1,7.19
R002085,2026-02-06,SUP04,Delta Apparel,9,1200,1,1,1,3.67
R002086,2026-02-06,SUP08,Harbor Home,19,1198,1,1,1,7.31
R002087,2026-02-06,SUP07,Granite Tools,6,801,1,1,1,2.25
R002088,2026-02-06,SUP10,Juniper Kitchen,20,872,1,1,1,7.36
R002089,2026-02-06,SUP03,Cobalt Electronics,7,658,1,1,1,3.44
R002090,2026-02-06,SUP08,Harbor Home,11,1260,1,1,1,2.99
R002091,2026-02-06,SUP09,Iris Kids,8,416,0,1,1,2.48
R002092,2026-02-06,SUP07,Granite Tools,14,1299,1,1,1,3.63
R002093,2026-02-06,SUP01,Alder Foods,15,945,1,1,1,3.34
R002094,2026-02-06,SUP08,Harbor Home,15,469,0,1,1,2.77
R002095,2026-02-06,SUP06,Fjord Outdoor,11,606,0,1,1,2.6
R002096,2026-02-06,SUP02,Brightline Beauty,10,1053,0,1,1,2.19
R002097,2026-02-06,SUP06,Fjord Outdoor,16,329,1,1,0,8.36
R002098,2026-02-06,SUP10,Juniper Kitchen,12,385,1,1,1,3.55
R002099,2026-02-06,SUP04,Delta Apparel,17,272,1,1,1,6.35
R002100,2026-02-06,SUP02,Brightline Beauty,8,1353,1,1,0,3.56
R002101,2026-02-06,SUP10,Juniper Kitchen,9,703,0,1,1,3.78
R002102,2026-02-06,SUP04,Delta Apparel,9,945,1,1,1,2.43
R002103,2026-02-06,SUP03,Cobalt Electronics,18,1146,1,1,1,6.64
R002104,2026-02-06,SUP06,Fjord Outdoor,16,662,0,1,1,4.79
R002105,2026-02-06,SUP08,Harbor Home,14,391,1,1,1,4.07
R002106,2026-02-06,SUP09,Iris Kids,16,1312,1,1,1,8.32
R002107,2026-02-06,SUP02,Brightline Beauty,16,1281,1,1,1,4.37
R002108,2026-02-06,SUP08,Harbor Home,11,776,1,1,1,3.93
R002109,2026-02-07,SUP04,Delta Apparel,9,1151,1,1,1,3.52
R002110,2026-02-07,SUP03,Cobalt Electronics,15,414,1,1,1,3.91
R002111,2026-02-07,SUP03,Cobalt Electronics,8,506,1,1,1,4.12
R002112,2026-02-07,SUP02,Brightline Beauty,7,279,1,1,1,2.27
R002113,2026-02-07,SUP10,Juniper Kitchen,15,253,1,1,1,2.56
R002114,2026-02-07,SUP04,Delta Apparel,7,1253,1,1,1,3.61
R002115,2026-02-07,SUP03,Cobalt Electronics,17,559,1,1,1,5.23
R002116,2026-02-07,SUP01,Alder Foods,9,347,1,1,1,2.4
R002117,2026-02-07,SUP03,Cobalt Electronics,13,876,1,1,1,2.66
R002118,2026-02-07,SUP01,Alder Foods,9,533,1,1,1,3.75
R002119,2026-02-07,SUP01,Alder Foods,18,708,1,1,1,8.04
R002120,2026-02-07,SUP04,Delta Apparel,16,300,1,1,1,8.53
R002121,2026-02-07,SUP10,Juniper Kitchen,20,348,1,1,1,8.71
R002122,2026-02-07,SUP04,Delta Apparel,8,768,1,1,1,3.31
R002123,2026-02-07,SUP06,Fjord Outdoor,10,1336,1,1,1,3.83
R002124,2026-02-07,SUP06,Fjord Outdoor,13,406,0,1,1,3.89
R002125,2026-02-07,SUP10,Juniper Kitchen,14,953,1,1,1,3.08
R002126,2026-02-07,SUP02,Brightline Beauty,12,847,1,1,1,2.94
R002127,2026-02-07,SUP05,Evergreen Pet,11,887,1,1,1,2.31
R002128,2026-02-07,SUP05,Evergreen Pet,18,692,1,1,1,8.69
R002129,2026-02-07,SUP10,Juniper Kitchen,13,435,1,1,1,3.78
R002130,2026-02-07,SUP05,Evergreen Pet,8,338,0,1,1,4.06
R002131,2026-02-07,SUP01,Alder Foods,15,1193,1,1,1,3.32
R002132,2026-02-07,SUP07,Granite Tools,20,1016,1,1,1,8.11
R002133,2026-02-07,SUP10,Juniper Kitchen,12,865,1,1,1,2.37
R002134,2026-02-07,SUP04,Delta Apparel,6,270,1,1,1,2.98
R002135,2026-02-07,SUP09,Iris Kids,15,558,1,1,1,3.83
R002136,2026-02-07,SUP04,Delta Apparel,13,1377,0,1,1,3.44
R002137,2026-02-07,SUP08,Harbor Home,14,752,1,1,1,4.16
R002138,2026-02-07,SUP10,Juniper Kitchen,15,891,1,1,1,2.69
R002139,2026-02-07,SUP03,Cobalt Electronics,13,1210,1,1,1,2.46
R002140,2026-02-07,SUP06,Fjord Outdoor,16,400,0,0,0,4.98
R002141,2026-02-07,SUP01,Alder Foods,16,490,0,1,1,4.7
R002142,2026-02-07,SUP08,Harbor Home,15,1302,1,1,1,2.49
R002143,2026-02-07,SUP08,Harbor Home,17,788,0,1,1,7.74
R002144,2026-02-07,SUP01,Alder Foods,12,431,1,1,1,3.07
R002145,2026-02-07,SUP03,Cobalt Electronics,14,1207,1,1,1,2.52
R002146,2026-02-07,SUP08,Harbor Home,16,1002,1,1,1,5.54
R002147,2026-02-07,SUP08,Harbor Home,9,623,0,1,1,2.71
R002148,2026-02-07,SUP08,Harbor Home,9,1069,1,1,1,2.82
R002149,2026-02-07,SUP04,Delta Apparel,11,1366,1,1,1,2.01
R002150,2026-02-07,SUP01,Alder Foods,12,772,1,1,1,2.08
R002151,2026-02-07,SUP08,Harbor Home,12,1114,0,1,1,3.71
R002152,2026-02-07,SUP09,Iris Kids,10,615,1,1,1,2.12
R002153,2026-02-07,SUP02,Brightline Beauty,9,1084,1,1,1,3.75
R002154,2026-02-07,SUP04,Delta Apparel,11,617,1,1,1,3.9
R002155,2026-02-07,SUP10,Juniper Kitchen,12,1106,1,1,1,2.34
R002156,2026-02-07,SUP04,Delta Apparel,17,1005,0,1,1,4.81
R002157,2026-02-07,SUP01,Alder Foods,20,602,1,1,1,8.49
R002158,2026-02-07,SUP08,Harbor Home,13,251,0,1,1,4.0
R002159,2026-02-07,SUP08,Harbor Home,6,1129,1,1,1,2.6
R002160,2026-02-07,SUP06,Fjord Outdoor,11,990,1,1,1,4.02
R002161,2026-02-07,SUP05,Evergreen Pet,18,977,1,1,1,8.65
R002162,2026-02-08,SUP08,Harbor Home,16,846,1,1,1,8.29
R002163,2026-02-08,SUP04,Delta Apparel,12,646,1,1,1,2.9
R002164,2026-02-08,SUP02,Brightline Beauty,10,1026,1,1,1,3.56
R002165,2026-02-08,SUP02,Brightline Beauty,15,1125,1,1,1,2.99
R002166,2026-02-08,SUP03,Cobalt Electronics,16,953,1,1,1,4.64
R002167,2026-02-08,SUP08,Harbor Home,10,320,1,1,1,2.94
R002168,2026-02-08,SUP08,Harbor Home,10,766,1,1,1,3.22
R002169,2026-02-08,SUP09,Iris Kids,11,1365,1,1,1,2.17
R002170,2026-02-08,SUP02,Brightline Beauty,9,680,1,1,1,2.79
R002171,2026-02-08,SUP02,Brightline Beauty,14,1210,1,1,1,2.56
R002172,2026-02-08,SUP03,Cobalt Electronics,13,754,1,1,0,3.94
R002173,2026-02-08,SUP02,Brightline Beauty,8,1374,1,1,1,3.32
R002174,2026-02-08,SUP04,Delta Apparel,14,803,1,1,1,3.82
R002175,2026-02-08,SUP09,Iris Kids,12,1106,0,1,1,3.46
R002176,2026-02-08,SUP08,Harbor Home,7,459,1,1,1,3.71
R002177,2026-02-08,SUP01,Alder Foods,17,499,1,1,1,8.49
R002178,2026-02-08,SUP03,Cobalt Electronics,13,706,0,1,1,4.01
R002179,2026-02-08,SUP01,Alder Foods,17,715,0,1,1,7.25
R002180,2026-02-08,SUP03,Cobalt Electronics,10,708,1,1,0,3.21
R002181,2026-02-08,SUP04,Delta Apparel,12,632,1,1,1,3.31
R002182,2026-02-08,SUP10,Juniper Kitchen,18,1121,1,1,1,8.8
R002183,2026-02-08,SUP01,Alder Foods,20,742,1,1,1,6.66
R002184,2026-02-08,SUP01,Alder Foods,10,1036,1,1,1,3.39
R002185,2026-02-08,SUP05,Evergreen Pet,8,1340,1,1,1,2.46
R002186,2026-02-08,SUP02,Brightline Beauty,11,1277,1,1,1,2.7
R002187,2026-02-08,SUP03,Cobalt Electronics,12,295,1,1,1,2.84
R002188,2026-02-08,SUP05,Evergreen Pet,14,353,1,1,1,3.95
R002189,2026-02-08,SUP02,Brightline Beauty,14,1341,1,1,0,2.45
R002190,2026-02-08,SUP03,Cobalt Electronics,12,682,1,1,1,3.92
R002191,2026-02-08,SUP04,Delta Apparel,14,1132,1,1,1,3.18
R002192,2026-02-08,SUP10,Juniper Kitchen,8,675,1,1,1,2.84
R002193,2026-02-08,SUP02,Brightline Beauty,10,1361,1,1,0,2.69
R002194,2026-02-08,SUP09,Iris Kids,15,1364,1,1,1,3.48
R002195,2026-02-08,SUP04,Delta Apparel,13,793,1,1,1,3.98
R002196,2026-02-08,SUP01,Alder Foods,9,607,1,1,1,4.11
R002197,2026-02-08,SUP10,Juniper Kitchen,15,320,1,1,1,2.6
R002198,2026-02-08,SUP02,Brightline Beauty,7,659,1,1,1,2.15
R002199,2026-02-08,SUP09,Iris Kids,20,1224,1,1,1,4.5
R002200,2026-02-08,SUP03,Cobalt Electronics,13,741,1,1,1,3.32
R002201,2026-02-08,SUP04,Delta Apparel,15,1163,1,1,1,4.06
R002202,2026-02-08,SUP02,Brightline Beauty,8,1142,1,1,1,3.91
R002203,2026-02-08,SUP09,Iris Kids,13,1206,1,1,1,2.37
R002204,2026-02-08,SUP10,Juniper Kitchen,12,714,1,1,1,2.83
R002205,2026-02-08,SUP06,Fjord Outdoor,10,1193,1,1,1,3.47
R002206,2026-02-08,SUP04,Delta Apparel,10,1313,1,1,1,3.38
R002207,2026-02-08,SUP03,Cobalt Electronics,19,444,1,1,1,5.47
R002208,2026-02-08,SUP04,Delta Apparel,11,897,1,1,1,3.63
R002209,2026-02-08,SUP09,Iris Kids,15,792,1,1,1,2.88
R002210,2026-02-08,SUP04,Delta Apparel,7,414,0,1,1,3.64
R002211,2026-02-09,SUP05,Evergreen Pet,18,1278,1,1,1,5.25
R002212,2026-02-09,SUP04,Delta Apparel,9,457,1,1,1,2.35
R002213,2026-02-09,SUP05,Evergreen Pet,7,969,1,1,1,2.22
R002214,2026-02-09,SUP02,Brightline Beauty,8,1235,1,1,1,2.44
R002215,2026-02-09,SUP05,Evergreen Pet,17,822,1,1,1,6.66
R002216,2026-02-09,SUP02,Brightline Beauty,20,655,1,1,1,4.51
R002217,2026-02-09,SUP08,Harbor Home,20,1194,1,1,1,7.85
R002218,2026-02-09,SUP08,Harbor Home,16,902,1,1,1,6.7
R002219,2026-02-09,SUP05,Evergreen Pet,10,447,1,1,0,2.93
R002220,2026-02-09,SUP09,Iris Kids,19,423,1,1,1,4.72
R002221,2026-02-09,SUP04,Delta Apparel,20,1345,1,1,1,6.32
R002222,2026-02-09,SUP03,Cobalt Electronics,17,623,1,1,1,5.54
R002223,2026-02-09,SUP03,Cobalt Electronics,16,894,0,1,1,8.08
R002224,2026-02-09,SUP08,Harbor Home,13,1068,1,1,1,2.0
R002225,2026-02-09,SUP06,Fjord Outdoor,14,438,1,1,1,2.49
R002226,2026-02-09,SUP03,Cobalt Electronics,15,443,0,1,1,2.06
R002227,2026-02-09,SUP03,Cobalt Electronics,17,348,0,1,1,6.36
R002228,2026-02-09,SUP06,Fjord Outdoor,14,526,1,1,1,2.72
R002229,2026-02-09,SUP05,Evergreen Pet,7,1105,1,1,1,2.47
R002230,2026-02-09,SUP09,Iris Kids,8,1377,1,1,1,2.99
R002231,2026-02-09,SUP04,Delta Apparel,10,1063,1,1,1,2.43
R002232,2026-02-09,SUP03,Cobalt Electronics,9,283,1,1,1,2.26
R002233,2026-02-09,SUP01,Alder Foods,11,263,1,1,1,3.71
R002234,2026-02-09,SUP09,Iris Kids,6,472,1,1,1,3.89
R002235,2026-02-09,SUP08,Harbor Home,10,788,1,1,1,2.71
R002236,2026-02-09,SUP08,Harbor Home,19,1200,1,1,1,7.12
R002237,2026-02-09,SUP06,Fjord Outdoor,7,451,1,1,1,2.88
R002238,2026-02-09,SUP05,Evergreen Pet,14,1121,0,1,1,3.13
R002239,2026-02-09,SUP08,Harbor Home,10,941,1,1,1,2.97
R002240,2026-02-09,SUP10,Juniper Kitchen,11,763,1,1,1,2.81
R002241,2026-02-09,SUP01,Alder Foods,12,407,1,1,1,3.12
R002242,2026-02-09,SUP03,Cobalt Electronics,16,1013,1,1,1,5.3
R002243,2026-02-09,SUP08,Harbor Home,12,1076,0,1,1,3.0
R002244,2026-02-09,SUP08,Harbor Home,6,812,1,0,1,4.03
R002245,2026-02-09,SUP03,Cobalt Electronics,7,650,1,1,1,4.13
R002246,2026-02-09,SUP06,Fjord Outdoor,17,1342,0,1,1,5.13
R002247,2026-02-09,SUP08,Harbor Home,10,1015,1,1,1,3.21
R002248,2026-02-09,SUP08,Harbor Home,7,1229,1,1,1,3.28
R002249,2026-02-09,SUP08,Harbor Home,9,1314,1,1,0,4.01
R002250,2026-02-09,SUP08,Harbor Home,17,744,1,1,1,6.52
R002251,2026-02-09,SUP07,Granite Tools,9,860,1,1,1,3.5
R002252,2026-02-09,SUP01,Alder Foods,6,1179,1,1,1,2.27
R002253,2026-02-09,SUP03,Cobalt Electronics,18,826,1,1,1,4.27
R002254,2026-02-09,SUP01,Alder Foods,14,701,1,1,1,2.51
R002255,2026-02-09,SUP01,Alder Foods,16,384,1,1,1,5.01
R002256,2026-02-09,SUP01,Alder Foods,11,354,1,1,1,2.42
R002257,2026-02-09,SUP06,Fjord Outdoor,9,536,1,1,1,3.51
R002258,2026-02-09,SUP02,Brightline Beauty,18,1162,1,1,1,8.54
R002259,2026-02-09,SUP04,Delta Apparel,20,768,0,1,1,8.72
R002260,2026-02-09,SUP09,Iris Kids,15,968,1,1,1,3.69
R002261,2026-02-09,SUP08,Harbor Home,14,736,1,1,1,2.48
R002262,2026-02-09,SUP06,Fjord Outdoor,21,942,1,1,1,5.79
R002263,2026-02-09,SUP04,Delta Apparel,10,1278,1,1,1,3.99
