주문번호,주문일자,매장코드,제품코드,수량,정가,할인율,매출액,원가
O20240302-001425,2024-03-02,S13,P015,1,69000,0.0,69000,27600
O20240302-001426,2024-03-02,S13,P033,2,18900,0.0,37800,20790
O20240302-001427,2024-03-02,S14,P007,1,219000,0.2,175200,140160
O20240302-001428,2024-03-02,S15,P014,1,45000,0.0,45000,17100
O20240302-001429,2024-03-02,S17,P038,1,49000,0.0,49000,23030
O20240302-001430,2024-03-02,ON1,P012,1,189000,0.0,189000,79380
O20240302-001431,2024-03-02,ON1,P028,1,89000,0.0,89000,44500
O20240302-001432,2024-03-02,ON1,P032,2,29900,0.0,59800,26910
O20240302-001433,2024-03-02,ON1,P048,5,98000,0.0,490000,186200
O20240302-001434,2024-03-02,ON2,P034,1,69000,0.0,69000,31740
O20240302-001435,2024-03-02,ON2,P042,1,22000,0.0,22000,7040
O20240303-001436,2024-03-03,S01,P007,1,219000,0.0,219000,140160
O20240303-001437,2024-03-03,S01,P014,1,45000,0.2,36000,17100
O20240303-001438,2024-03-03,S01,P033,1,18900,0.1,17010,10395
O20240303-001439,2024-03-03,S01,P045,3,29000,0.2,69600,26100
O20240303-001440,2024-03-03,S02,P007,1,219000,0.0,219000,140160
O20240303-001441,2024-03-03,S02,P015,1,69000,0.05,65550,27600
O20240303-001442,2024-03-03,S03,P016,1,119000,0.0,119000,59500
O20240303-001443,2024-03-03,S03,P024,2,19900,0.1,35820,21890
O20240303-001444,2024-03-03,S04,P024,5,19900,0.2,79600,54725
O20240303-001445,2024-03-03,S04,P044,1,42000,0.0,42000,13860
O20240303-001446,2024-03-03,S07,P007,1,219000,0.0,219000,140160
O20240303-001447,2024-03-03,S09,P024,1,19900,0.0,19900,10945
O20240303-001448,2024-03-03,S09,P037,1,27000,0.05,25650,10800
O20240303-001449,2024-03-03,S10,P012,1,189000,0.0,189000,79380
O20240303-001450,2024-03-03,S11,P046,2,16900,0.1,30420,12168
O20240303-001451,2024-03-03,S14,P028,3,89000,0.0,267000,133500
O20240303-001452,2024-03-03,S15,P001,1,2190000,0.05,2080500,1708200
O20240303-001453,2024-03-03,S15,P037,1,27000,0.0,27000,10800
O20240303-001454,2024-03-03,S16,P026,1,12900,0.0,12900,6192
O20240303-001455,2024-03-03,S16,P037,1,27000,0.05,25650,10800
O20240303-001456,2024-03-03,S18,P026,1,12900,0.0,12900,6192
O20240303-001457,2024-03-03,S18,P031,3,79000,0.0,237000,113760
O20240303-001458,2024-03-03,ON1,P028,2,89000,0.0,178000,89000
O20240303-001459,2024-03-03,ON1,P043,2,45000,0.0,90000,25200
O20240303-001460,2024-03-03,ON2,P013,1,59000,0.1,53100,23600
O20240303-001461,2024-03-03,ON2,P028,1,89000,0.05,84550,44500
O20240303-001462,2024-03-03,ON2,P037,1,27000,0.0,27000,10800
O20240304-001463,2024-03-04,S01,P017,1,89000,0.0,89000,39160
O20240304-001464,2024-03-04,S02,P022,1,29000,0.05,27550,17980
O20240304-001465,2024-03-04,S02,P047,1,15000,0.0,15000,5100
O20240304-001466,2024-03-04,S03,P034,1,69000,0.0,69000,31740
O20240304-001467,2024-03-04,S04,P013,2,59000,0.0,118000,47200
O20240304-001468,2024-03-04,S04,P023,1,42000,0.0,42000,27720
O20240304-001469,2024-03-04,S04,P036,1,32000,0.0,32000,11200
O20240304-001470,2024-03-04,S07,P016,1,119000,0.0,119000,59500
O20240304-001471,2024-03-04,S08,P037,2,27000,0.0,54000,21600
O20240304-001472,2024-03-04,S10,P011,1,129000,0.0,129000,58050
O20240304-001473,2024-03-04,S11,P012,1,189000,0.05,179550,79380
O20240304-001474,2024-03-04,S11,P036,1,32000,0.05,30400,11200
O20240304-001475,2024-03-04,S12,P037,1,27000,0.0,27000,10800
O20240304-001476,2024-03-04,S13,P037,1,27000,0.0,27000,10800
O20240304-001477,2024-03-04,S14,P017,1,89000,0.0,89000,39160
O20240304-001478,2024-03-04,S17,P017,1,89000,0.0,89000,39160
O20240304-001479,2024-03-04,S17,P041,1,38000,0.0,38000,11400
O20240304-001480,2024-03-04,ON1,P023,5,42000,0.0,210000,138600
O20240304-001481,2024-03-04,ON1,P038,1,49000,0.05,46550,23030
O20240304-001482,2024-03-04,ON2,P037,3,27000,0.05,76950,32400
O20240304-001483,2024-03-04,ON2,P042,1,22000,0.0,22000,7040
O20240305-001484,2024-03-05,S01,P005,1,149000,0.05,141550,101320
O20240305-001485,2024-03-05,S01,P022,2,29000,0.0,58000,35960
O20240305-001486,2024-03-05,S02,P045,1,29000,0.0,29000,8700
O20240305-001487,2024-03-05,S03,P017,3,89000,0.0,267000,117480
O20240305-001488,2024-03-05,S03,P035,2,15900,0.1,28620,13356
O20240305-001489,2024-03-05,S04,P038,1,49000,0.05,46550,23030
O20240305-001490,2024-03-05,S04,P046,2,16900,0.05,32110,12168
O20240305-001491,2024-03-05,S06,P026,1,12900,0.1,11610,6192
O20240305-001492,2024-03-05,S07,P013,1,59000,0.0,59000,23600
O20240305-001493,2024-03-05,S09,P047,1,15000,0.0,15000,5100
O20240305-001494,2024-03-05,S10,P032,1,29900,0.0,29900,13455
O20240305-001495,2024-03-05,S12,P046,1,16900,0.05,16055,6084
O20240305-001496,2024-03-05,S14,P032,1,29900,0.0,29900,13455
O20240305-001497,2024-03-05,S15,P036,1,32000,0.0,32000,11200
O20240305-001498,2024-03-05,S16,P021,2,159000,0.0,318000,222600
O20240305-001499,2024-03-05,S18,P048,1,98000,0.0,98000,37240
O20240305-001500,2024-03-05,ON1,P003,2,459000,0.0,918000,642600
O20240305-001501,2024-03-05,ON1,P017,3,89000,0.05,253650,117480
O20240305-001502,2024-03-05,ON1,P028,1,89000,0.0,89000,44500
O20240305-001503,2024-03-05,ON1,P044,4,42000,0.05,159600,55440
O20240305-001504,2024-03-05,ON2,P015,2,69000,0.05,131100,55200
O20240305-001505,2024-03-05,ON2,P031,3,79000,0.05,225150,113760
O20240305-001506,2024-03-05,ON2,P041,2,38000,0.05,72200,22800
O20240306-001507,2024-03-06,S01,P005,1,149000,0.0,149000,101320
O20240306-001508,2024-03-06,S01,P025,1,24900,0.2,19920,14442
O20240306-001509,2024-03-06,S01,P047,1,15000,0.0,15000,5100
O20240306-001510,2024-03-06,S03,P002,1,689000,0.1,620100,496080
O20240306-001511,2024-03-06,S04,P035,1,15900,0.0,15900,6678
O20240306-001512,2024-03-06,S07,P038,1,49000,0.0,49000,23030
O20240306-001513,2024-03-06,S08,P013,1,59000,0.0,59000,23600
O20240306-001514,2024-03-06,S09,P014,1,45000,0.0,45000,17100
O20240306-001515,2024-03-06,S10,P001,1,2190000,0.0,2190000,1708200
O20240306-001516,2024-03-06,S11,P033,1,18900,0.0,18900,10395
O20240306-001517,2024-03-06,S13,P001,1,2190000,0.0,2190000,1708200
O20240306-001518,2024-03-06,S13,P028,1,89000,0.0,89000,44500
O20240306-001519,2024-03-06,S13,P041,5,38000,0.0,190000,57000
O20240306-001520,2024-03-06,S15,P018,3,79000,0.0,237000,97170
O20240306-001521,2024-03-06,S15,P022,1,29000,0.0,29000,17980
O20240306-001522,2024-03-06,S16,P004,1,189000,0.0,189000,139860
O20240306-001523,2024-03-06,S17,P022,3,29000,0.0,87000,53940
O20240306-001524,2024-03-06,ON1,P005,1,149000,0.0,149000,101320
O20240306-001525,2024-03-06,ON1,P012,1,189000,0.0,189000,79380
O20240306-001526,2024-03-06,ON1,P033,2,18900,0.05,35910,20790
O20240306-001527,2024-03-06,ON2,P015,1,69000,0.0,69000,27600
O20240306-001528,2024-03-06,ON2,P038,1,49000,0.2,39200,23030
O20240307-001529,2024-03-07,S01,P038,1,49000,0.05,46550,23030
O20240307-001530,2024-03-07,S02,P004,1,189000,0.3,132300,139860
O20240307-001531,2024-03-07,S02,P028,1,89000,0.0,89000,44500
O20240307-001532,2024-03-07,S02,P033,1,18900,0.0,18900,10395
O20240307-001533,2024-03-07,S03,P013,3,59000,0.0,177000,70800
O20240307-001534,2024-03-07,S03,P038,2,49000,0.0,98000,46060
O20240307-001535,2024-03-07,S04,P024,4,19900,0.0,79600,43780
O20240307-001536,2024-03-07,S08,P017,2,89000,0.05,169100,78320
O20240307-001537,2024-03-07,S10,P027,1,8900,0.0,8900,4628
O20240307-001538,2024-03-07,S10,P032,1,29900,0.1,26910,13455
O20240307-001539,2024-03-07,S13,P021,1,159000,0.0,159000,111300
O20240307-001540,2024-03-07,S15,P012,1,189000,0.0,189000,79380
O20240307-001541,2024-03-07,S16,P043,1,45000,0.0,45000,12600
O20240307-001542,2024-03-07,S17,P021,3,159000,0.0,477000,333900
O20240307-001543,2024-03-07,ON1,P007,1,219000,0.0,219000,140160
O20240307-001544,2024-03-07,ON1,P017,1,89000,0.0,89000,39160
O20240307-001545,2024-03-07,ON1,P036,1,32000,0.0,32000,11200
O20240307-001546,2024-03-07,ON1,P041,1,38000,0.0,38000,11400
O20240307-001547,2024-03-07,ON2,P043,1,45000,0.0,45000,12600
O20240308-001548,2024-03-08,S02,P028,1,89000,0.05,84550,44500
O20240308-001549,2024-03-08,S02,P031,1,79000,0.0,79000,37920
O20240308-001550,2024-03-08,S03,P038,1,49000,0.1,44100,23030
O20240308-001551,2024-03-08,S04,P014,3,45000,0.0,135000,51300
O20240308-001552,2024-03-08,S04,P046,3,16900,0.1,45630,18252
O20240308-001553,2024-03-08,S06,P025,1,24900,0.1,22410,14442
O20240308-001554,2024-03-08,S09,P015,1,69000,0.0,69000,27600
O20240308-001555,2024-03-08,S10,P017,1,89000,0.0,89000,39160
O20240308-001556,2024-03-08,S12,P027,2,8900,0.0,17800,9256
O20240308-001557,2024-03-08,S13,P048,1,98000,0.0,98000,37240
O20240308-001558,2024-03-08,S14,P028,1,89000,0.2,71200,44500
O20240308-001559,2024-03-08,S16,P021,2,159000,0.1,286200,222600
O20240308-001560,2024-03-08,S16,P032,1,29900,0.0,29900,13455
O20240308-001561,2024-03-08,ON1,P017,1,89000,0.0,89000,39160
O20240308-001562,2024-03-08,ON1,P023,1,42000,0.0,42000,27720
O20240308-001563,2024-03-08,ON1,P036,2,32000,0.0,64000,22400
O20240308-001564,2024-03-08,ON2,P045,1,29000,0.0,29000,8700
O20240309-001565,2024-03-09,S01,P003,2,459000,0.0,918000,642600
O20240309-001566,2024-03-09,S01,P026,5,12900,0.1,58050,30960
O20240309-001567,2024-03-09,S01,P034,2,69000,0.0,138000,63480
O20240309-001568,2024-03-09,S01,P045,5,29000,0.05,137750,43500
O20240309-001569,2024-03-09,S03,P026,1,12900,0.2,10320,6192
O20240309-001570,2024-03-09,S04,P017,1,89000,0.2,71200,39160
O20240309-001571,2024-03-09,S06,P028,1,89000,0.0,89000,44500
O20240309-001572,2024-03-09,S06,P034,1,69000,0.1,62100,31740
O20240309-001573,2024-03-09,S06,P043,2,45000,0.0,90000,25200
O20240309-001574,2024-03-09,S08,P008,1,129000,0.1,116100,79980
O20240309-001575,2024-03-09,S08,P013,1,59000,0.05,56050,23600
O20240309-001576,2024-03-09,S08,P022,4,29000,0.0,116000,71920
O20240309-001577,2024-03-09,S09,P028,2,89000,0.0,178000,89000
O20240309-001578,2024-03-09,S09,P034,3,69000,0.0,207000,95220
O20240309-001579,2024-03-09,S09,P048,2,98000,0.0,196000,74480
O20240309-001580,2024-03-09,S10,P007,1,219000,0.0,219000,140160
O20240309-001581,2024-03-09,S11,P001,1,2190000,0.05,2080500,1708200
O20240309-001582,2024-03-09,S11,P032,1,29900,0.1,26910,13455
O20240309-001583,2024-03-09,S13,P036,2,32000,0.05,60800,22400
O20240309-001584,2024-03-09,S13,P044,1,42000,0.0,42000,13860
O20240309-001585,2024-03-09,S14,P017,2,89000,0.2,142400,78320
O20240309-001586,2024-03-09,S14,P022,4,29000,0.05,110200,71920
O20240309-001587,2024-03-09,S15,P025,3,24900,0.05,70965,43326
O20240309-001588,2024-03-09,S15,P037,3,27000,0.0,81000,32400
O20240309-001589,2024-03-09,S16,P025,1,24900,0.0,24900,14442
O20240309-001590,2024-03-09,ON2,P013,1,59000,0.1,53100,23600
O20240309-001591,2024-03-09,ON2,P047,4,15000,0.0,60000,20400
O20240310-001592,2024-03-10,S02,P004,1,189000,0.05,179550,139860
O20240310-001593,2024-03-10,S02,P021,2,159000,0.1,286200,222600
O20240310-001594,2024-03-10,S02,P044,2,42000,0.05,79800,27720
O20240310-001595,2024-03-10,S03,P043,3,45000,0.05,128250,37800
O20240310-001596,2024-03-10,S04,P006,1,329000,0.0,329000,217140
O20240310-001597,2024-03-10,S04,P016,2,119000,0.0,238000,119000
O20240310-001598,2024-03-10,S04,P025,4,24900,0.0,99600,57768
O20240310-001599,2024-03-10,S04,P036,2,32000,0.0,64000,22400
O20240310-001600,2024-03-10,S06,P024,3,19900,0.05,56715,32835
O20240310-001601,2024-03-10,S06,P037,1,27000,0.0,27000,10800
O20240310-001602,2024-03-10,S07,P008,1,129000,0.05,122550,79980
O20240310-001603,2024-03-10,S07,P011,1,129000,0.05,122550,58050
O20240310-001604,2024-03-10,S07,P035,1,15900,0.0,15900,6678
O20240310-001605,2024-03-10,S08,P018,1,79000,0.1,71100,32390
O20240310-001606,2024-03-10,S09,P016,2,119000,0.05,226100,119000
O20240310-001607,2024-03-10,S09,P038,1,49000,0.1,44100,23030
O20240310-001608,2024-03-10,S10,P003,1,459000,0.0,459000,321300
O20240310-001609,2024-03-10,S10,P013,1,59000,0.0,59000,23600
O20240310-001610,2024-03-10,S10,P036,2,32000,0.2,51200,22400
O20240310-001611,2024-03-10,S11,P033,2,18900,0.0,37800,20790
O20240310-001612,2024-03-10,S13,P013,1,59000,0.0,59000,23600
O20240310-001613,2024-03-10,S14,P043,2,45000,0.0,90000,25200
O20240310-001614,2024-03-10,S15,P024,3,19900,0.0,59700,32835
O20240310-001615,2024-03-10,S15,P044,1,42000,0.05,39900,13860
O20240310-001616,2024-03-10,S16,P034,3,69000,0.1,186300,95220
O20240310-001617,2024-03-10,S17,P011,1,129000,0.0,129000,58050
O20240310-001618,2024-03-10,S18,P035,1,15900,0.0,15900,6678
O20240310-001619,2024-03-10,ON1,P044,2,42000,0.1,75600,27720
O20240310-001620,2024-03-10,ON2,P026,1,12900,0.05,12255,6192
O20240310-001621,2024-03-10,ON2,P036,1,32000,0.1,28800,11200
O20240310-001622,2024-03-10,ON2,P043,3,45000,0.0,135000,37800
O20240311-001623,2024-03-11,S01,P027,3,8900,0.0,26700,13884
O20240311-001624,2024-03-11,S02,P025,2,24900,0.0,49800,28884
O20240311-001625,2024-03-11,S02,P034,1,69000,0.0,69000,31740
O20240311-001626,2024-03-11,S03,P038,3,49000,0.0,147000,69090
O20240311-001627,2024-03-11,S04,P033,1,18900,0.0,18900,10395
O20240311-001628,2024-03-11,S08,P016,1,119000,0.05,113050,59500
O20240311-001629,2024-03-11,S09,P028,2,89000,0.1,160200,89000
O20240311-001630,2024-03-11,S10,P008,1,129000,0.05,122550,79980
O20240311-001631,2024-03-11,S10,P018,3,79000,0.0,237000,97170
O20240311-001632,2024-03-11,S11,P021,1,159000,0.1,143100,111300
O20240311-001633,2024-03-11,S11,P045,3,29000,0.05,82650,26100
O20240311-001634,2024-03-11,S13,P011,1,129000,0.3,90300,58050
O20240311-001635,2024-03-11,S13,P048,1,98000,0.1,88200,37240
O20240311-001636,2024-03-11,S14,P005,1,149000,0.2,119200,101320
O20240311-001637,2024-03-11,S15,P035,1,15900,0.0,15900,6678
O20240311-001638,2024-03-11,ON1,P018,1,79000,0.0,79000,32390
O20240311-001639,2024-03-11,ON1,P027,5,8900,0.0,44500,23140
O20240311-001640,2024-03-11,ON1,P033,1,18900,0.05,17955,10395
O20240311-001641,2024-03-11,ON2,P003,1,459000,0.1,413100,321300
O20240311-001642,2024-03-11,ON2,P015,1,69000,0.05,65550,27600
O20240311-001643,2024-03-11,ON2,P021,2,159000,0.0,318000,222600
O20240311-001644,2024-03-11,ON2,P034,1,69000,0.0,69000,31740
O20240312-001645,2024-03-12,S01,P015,1,69000,0.0,69000,27600
O20240312-001646,2024-03-12,S01,P024,3,19900,0.0,59700,32835
O20240312-001647,2024-03-12,S01,P045,1,29000,0.0,29000,8700
O20240312-001648,2024-03-12,S03,P032,2,29900,0.0,59800,26910
O20240312-001649,2024-03-12,S07,P007,1,219000,0.0,219000,140160
O20240312-001650,2024-03-12,S07,P033,1,18900,0.0,18900,10395
O20240312-001651,2024-03-12,S08,P034,1,69000,0.0,69000,31740
O20240312-001652,2024-03-12,S09,P006,1,329000,0.0,329000,217140
O20240312-001653,2024-03-12,S09,P031,1,79000,0.0,79000,37920
O20240312-001654,2024-03-12,S10,P032,1,29900,0.05,28405,13455
O20240312-001655,2024-03-12,S11,P016,3,119000,0.05,339150,178500
O20240312-001656,2024-03-12,S12,P013,3,59000,0.0,177000,70800
O20240312-001657,2024-03-12,S13,P011,3,129000,0.0,387000,174150
O20240312-001658,2024-03-12,S18,P034,2,69000,0.05,131100,63480
O20240312-001659,2024-03-12,ON1,P028,3,89000,0.0,267000,133500
O20240312-001660,2024-03-12,ON1,P033,1,18900,0.0,18900,10395
O20240312-001661,2024-03-12,ON2,P015,1,69000,0.05,65550,27600
O20240312-001662,2024-03-12,ON2,P023,2,42000,0.1,75600,55440
O20240313-001663,2024-03-13,S01,P026,1,12900,0.0,12900,6192
O20240313-001664,2024-03-13,S03,P044,1,42000,0.0,42000,13860
O20240313-001665,2024-03-13,S04,P012,1,189000,0.0,189000,79380
O20240313-001666,2024-03-13,S04,P027,1,8900,0.0,8900,4628
O20240313-001667,2024-03-13,S04,P033,1,18900,0.05,17955,10395
O20240313-001668,2024-03-13,S06,P008,1,129000,0.1,116100,79980
O20240313-001669,2024-03-13,S07,P017,2,89000,0.1,160200,78320
O20240313-001670,2024-03-13,S07,P034,1,69000,0.1,62100,31740
O20240313-001671,2024-03-13,S08,P013,2,59000,0.3,82600,47200
O20240313-001672,2024-03-13,S09,P013,1,59000,0.1,53100,23600
O20240313-001673,2024-03-13,S10,P016,1,119000,0.0,119000,59500
O20240313-001674,2024-03-13,S13,P023,1,42000,0.1,37800,27720
O20240313-001675,2024-03-13,S13,P034,1,69000,0.0,69000,31740
O20240313-001676,2024-03-13,S13,P041,2,38000,0.2,60800,22800
O20240313-001677,2024-03-13,S14,P011,1,129000,0.2,103200,58050
O20240313-001678,2024-03-13,S16,P031,1,79000,0.0,79000,37920
O20240313-001679,2024-03-13,ON1,P005,1,149000,0.0,149000,101320
O20240313-001680,2024-03-13,ON2,P002,1,689000,0.0,689000,496080
O20240313-001681,2024-03-13,ON2,P015,2,69000,0.0,138000,55200
O20240313-001682,2024-03-13,ON2,P037,1,27000,0.0,27000,10800
O20240314-001683,2024-03-14,S03,P012,1,189000,0.1,170100,79380
O20240314-001684,2024-03-14,S04,P024,1,19900,0.0,19900,10945
O20240314-001685,2024-03-14,S06,P017,1,89000,0.0,89000,39160
O20240314-001686,2024-03-14,S06,P027,3,8900,0.1,24030,13884
O20240314-001687,2024-03-14,S10,P001,1,2190000,0.0,2190000,1708200
O20240314-001688,2024-03-14,S10,P022,2,29000,0.1,52200,35960
O20240314-001689,2024-03-14,S12,P025,2,24900,0.05,47310,28884
O20240314-001690,2024-03-14,S14,P038,1,49000,0.2,39200,23030
O20240314-001691,2024-03-14,S16,P014,3,45000,0.0,135000,51300
O20240314-001692,2024-03-14,ON1,P024,5,19900,0.0,99500,54725
O20240314-001693,2024-03-14,ON1,P048,1,98000,0.1,88200,37240
O20240315-001694,2024-03-15,S01,P016,1,119000,0.1,107100,59500
O20240315-001695,2024-03-15,S02,P038,3,49000,0.0,147000,69090
O20240315-001696,2024-03-15,S04,P015,2,69000,0.05,131100,55200
O20240315-001697,2024-03-15,S06,P008,2,129000,0.0,258000,159960
O20240315-001698,2024-03-15,S06,P044,2,42000,0.2,67200,27720
O20240315-001699,2024-03-15,S09,P021,1,159000,0.0,159000,111300
O20240315-001700,2024-03-15,S09,P044,1,42000,0.1,37800,13860
O20240315-001701,2024-03-15,S11,P013,2,59000,0.0,118000,47200
O20240315-001702,2024-03-15,S11,P027,1,8900,0.0,8900,4628
O20240315-001703,2024-03-15,S13,P024,5,19900,0.05,94525,54725
O20240315-001704,2024-03-15,S15,P018,1,79000,0.1,71100,32390
O20240315-001705,2024-03-15,S15,P032,1,29900,0.0,29900,13455
O20240315-001706,2024-03-15,ON1,P031,1,79000,0.0,79000,37920
O20240315-001707,2024-03-15,ON1,P041,2,38000,0.0,76000,22800
O20240315-001708,2024-03-15,ON2,P011,3,129000,0.1,348300,174150
O20240315-001709,2024-03-15,ON2,P036,1,32000,0.1,28800,11200
O20240316-001710,2024-03-16,S01,P002,1,689000,0.0,689000,496080
O20240316-001711,2024-03-16,S01,P012,1,189000,0.0,189000,79380
O20240316-001712,2024-03-16,S01,P028,2,89000,0.05,169100,89000
O20240316-001713,2024-03-16,S01,P036,1,32000,0.05,30400,11200
O20240316-001714,2024-03-16,S02,P018,2,79000,0.0,158000,64780
O20240316-001715,2024-03-16,S03,P011,2,129000,0.3,180600,116100
O20240316-001716,2024-03-16,S04,P006,1,329000,0.1,296100,217140
O20240316-001717,2024-03-16,S04,P014,1,45000,0.2,36000,17100
O20240316-001718,2024-03-16,S04,P026,1,12900,0.05,12255,6192
O20240316-001719,2024-03-16,S06,P012,2,189000,0.05,359100,158760
O20240316-001720,2024-03-16,S07,P026,2,12900,0.0,25800,12384
O20240316-001721,2024-03-16,S08,P038,1,49000,0.0,49000,23030
O20240316-001722,2024-03-16,S09,P014,3,45000,0.05,128250,51300
O20240316-001723,2024-03-16,S09,P037,3,27000,0.05,76950,32400
O20240316-001724,2024-03-16,S10,P012,1,189000,0.0,189000,79380
O20240316-001725,2024-03-16,S11,P022,1,29000,0.0,29000,17980
O20240316-001726,2024-03-16,S15,P032,1,29900,0.0,29900,13455
O20240316-001727,2024-03-16,ON1,P013,1,59000,0.0,59000,23600
O20240316-001728,2024-03-16,ON1,P033,1,18900,0.0,18900,10395
O20240317-001729,2024-03-17,S01,P007,1,219000,0.0,219000,140160
O20240317-001730,2024-03-17,S01,P015,1,69000,0.05,65550,27600
O20240317-001731,2024-03-17,S01,P027,5,8900,0.0,44500,23140
O20240317-001732,2024-03-17,S01,P034,1,69000,0.0,69000,31740
O20240317-001733,2024-03-17,S01,P048,4,98000,0.2,313600,148960
O20240317-001734,2024-03-17,S02,P045,2,29000,0.0,58000,17400
O20240317-001735,2024-03-17,S03,P025,1,24900,0.1,22410,14442
O20240317-001736,2024-03-17,S03,P032,1,29900,0.3,20930,13455
O20240317-001737,2024-03-17,S03,P048,1,98000,0.0,98000,37240
O20240317-001738,2024-03-17,S04,P005,1,149000,0.05,141550,101320
O20240317-001739,2024-03-17,S04,P023,2,42000,0.0,84000,55440
O20240317-001740,2024-03-17,S04,P045,2,29000,0.0,58000,17400
O20240317-001741,2024-03-17,S06,P028,1,89000,0.0,89000,44500
O20240317-001742,2024-03-17,S07,P011,2,129000,0.05,245100,116100
O20240317-001743,2024-03-17,S08,P046,4,16900,0.0,67600,24336
O20240317-001744,2024-03-17,S09,P001,1,2190000,0.05,2080500,1708200
O20240317-001745,2024-03-17,S10,P006,1,329000,0.1,296100,217140
O20240317-001746,2024-03-17,S10,P025,3,24900,0.0,74700,43326
O20240317-001747,2024-03-17,S11,P034,1,69000,0.0,69000,31740
O20240317-001748,2024-03-17,S13,P011,1,129000,0.0,129000,58050
O20240317-001749,2024-03-17,S15,P005,1,149000,0.0,149000,101320
O20240317-001750,2024-03-17,S17,P015,2,69000,0.0,138000,55200
O20240317-001751,2024-03-17,S18,P026,1,12900,0.0,12900,6192
O20240317-001752,2024-03-17,ON1,P021,2,159000,0.0,318000,222600
O20240317-001753,2024-03-17,ON1,P045,1,29000,0.1,26100,8700
O20240317-001754,2024-03-17,ON2,P013,1,59000,0.0,59000,23600
O20240317-001755,2024-03-17,ON2,P024,1,19900,0.05,18905,10945
O20240318-001756,2024-03-18,S01,P014,1,45000,0.0,45000,17100
O20240318-001757,2024-03-18,S01,P038,1,49000,0.0,49000,23030
O20240318-001758,2024-03-18,S03,P041,5,38000,0.0,190000,57000
O20240318-001759,2024-03-18,S04,P025,3,24900,0.0,74700,43326
O20240318-001760,2024-03-18,S04,P047,1,15000,0.05,14250,5100
O20240318-001761,2024-03-18,S06,P045,1,29000,0.0,29000,8700
O20240318-001762,2024-03-18,S07,P003,1,459000,0.3,321300,321300
O20240318-001763,2024-03-18,S07,P025,1,24900,0.0,24900,14442
O20240318-001764,2024-03-18,S07,P031,2,79000,0.1,142200,75840
O20240318-001765,2024-03-18,S08,P026,1,12900,0.0,12900,6192
O20240318-001766,2024-03-18,S09,P004,1,189000,0.05,179550,139860
O20240318-001767,2024-03-18,S11,P017,1,89000,0.1,80100,39160
